ad_id,district,khoroo,mylocation,office_name,price,area,price_m2,progress_cons,title,ad_text,clean_coords,url,date,time
8737410,Хан-Уул,,Зайсан,Zaisan square,2210,264,8.37,Ашиглалтад орсон,"Зайсан хиллийн ард zaisan square-т 264,25 мкв оффис талбай","Зайсан хиллийн ард zaisan square-т 264.25 мкв оффис талбай худалдана.
-Машины зогсооол сайтай
-Хуваалтууд хийгдсэн, 6 өрөөтэй , дрожтой
-Маш цэвэрхэн
-Гэрчилгээ бэлэн",47.884314 106.915418,https://www.unegui.mn/adv/8737410_zaisan-khilliin-ard-zaisan-square-t-264-25-mkv-offis-talbai/?p=17,5/26/2025,19:49
9369111,Хан-Уул,3,Зайсан хойно,,2600,327,7.95,Ашиглалтад орсон,"Cozy ,хотын төвд, оффис","ХУД нарны хорооллын баруун урд талд байрлалтай, Cozy төвд
одоо эмнэлэгээр ажиллаж, байгаа оффис талбай, худалдана, нийт 15 өрөөтэй,
цэвэр, тохилог, оффис талбай худалдана, Байрлал зам дагуу байрлалтай ,хотын төвд, эмнэлэгээр ашиглахад тохиромжтой ...",47.89971 106.874284,https://www.unegui.mn/adv/9369111_cozy-khotyn-tovd-offis/?p=17,5/26/2025,16:05
9279649,Хан-Уул,,Мишээл,Misheel city ,494.91,77,6.43,Ашиглалтад орсон,Мишээл сити төсөлд оффисын талбай,"Шинээр ашиглалтанд орж буй ""МИШЭЭЛ СИТИ"" төсөлд оффисын талбай төлбөрийн уян хатан нөхцлөөр зарна.
Үнэ: 1 мкв үнэ 6,500,000
М3-товер Оффис
/ хуваалт хийж болно 52.65мкв,76,14мкв 65,59мкв/
♻️Нийт 1,600 автомашины зогсоол
♻️13-р давхарт ажилтнуудад зориулсан фитнес, саун
♻️Чөлөөт цагаа өнгөрүүлэх ENTERTAINMENT STREET-н дэргэд
📍Байрлал: ХУД, ""Мишээл Сити"" /хуучнаар Мишээл Экспо төв/",47.891921 106.887409,https://www.unegui.mn/adv/9279649_misheel-siti-tosold-offisyn-talbai-tolboriin-uian-khatan-nokhtsloor-zarna/?p=17,5/26/2025,14:38
9385418,Хан-Уул,,Яармаг,,189,54,3.5,Ашиглалтад орсон,Худ яармаг gumuda garden хотхонд оффис 54.7мкв талбай,"💎 худ, яармагт байрлал сайтай
💎 гумуда гарден хотхонд
💎 1 давхарын үйлчилгээний зориулалтаар ашиглах цэвэрхэн талбай худалдана.
💎 54,7 м2 зохион байгуулалт сайтай
💎 бүх төрлийн үйл ажиллагаа явуулж болно
💎 тухайн хотхон бүх айлуудаа оруулсан
💎 бартер сонсоно: 3,8 сая",47.872371 106.814446,https://www.unegui.mn/adv/9385418_khud-iaarmag-gumuda-garden-khotkhond-offis-54-7mkv-talba/?p=17,5/26/2025,14:15
9385378,Хан-Уул,,19-р хороолол,Sumber Tower,418,76,5.5,Ашиглалтад орсон,Худ сүмбэр тауэрт оффис 76.3мкв талбай,"💎 хан-уул тауэрын хажууд
💎 сүмбэр тауэрт цогцолборт
💎 76,3 м2 худалдаа үйлчилгээний талбай худалдана.
💎 урагш харсан цонхны харууцтай
💎 шууд үйл ажиллагаа явуулах бизнесийн таатай орчинтой
💎 цаг тохироод шууд үзээрэй
💎 бэлэн мөнгө : 5,5 сая
💎 бартер сонсоно. 6,5 сая
💎 та өөрийн бизнесийн үйл ажиллагаанд тохируулан дотор интерьер шийдлээ хийнэ.",47.902555 106.901435,https://www.unegui.mn/adv/9385378_khud-sumber-tauert-offis-76-3mkv-talbai/?p=17,5/26/2025,14:04
9274357,Хан-Уул,,120 мянгат,Romana residence,845,105,8.05,Ашиглалтад орсон,Romana residence 105mkv talbai zam daguu,romana residence 105mkv talbai zarna,47.901399 106.910038,https://www.unegui.mn/adv/9274357_romana-residence-105mkv-talbai-zarna-zan-daguu/?p=17,5/26/2025,11:48
9322346,Сүхбаатар,1,Талбай,Centrum,920,115,8,Ашиглалтад орсон,Хотын төв centrum төвд оффис 114.51мк талбай,"СБД 1-р хороо Shangri-La ард байрлал Centrum office-т 114.51 мкв оффис худалдана.
-2015 онд ашиглалтанд орсон
-9/6 давхарт
-Баруун болон хойшоо харууцтай
-Гэрчилгээ бэлэн
- Бартер сонсоно
Доод үнэ: 916 сая
Урьдчилж цаг товлон үзнэ үү.",47.912432 106.921754,https://www.unegui.mn/adv/9322346_khotyn-tov-centrum-tovd-114-51-mkv-offis/?p=17,5/26/2025,11:21
8386139,Сүхбаатар,,Талбай,City tower,2448.6,318,7.7,Ашиглалтад орсон,"Хотын төвд 318,5мкв оффис","Хотын төвд талбайн зүүн талд City Tower-т 318,5мкв оффисын талбай худалдана.",47.9188290307491 106.917622814522,https://www.unegui.mn/adv/8386139_khotyn-tovd-318-5mkv-offis-khudaldana/?p=17,5/26/2025,10:47
8871280,Чингэлтэй,,Тэнгис,,550,78,7.05,Ашиглалтад орсон,Тэнгис кино театрын хойд автобусны буудлын хажууд байрлах 78мкв оффис,"🏠тэнгис кино театрын хойд автобусны буудлын хажууд байрлах 78мкв оффис худалдана.
📍оффис болон үйлчилгээний талбай зориулалттай.
📍8/7 давхарт.
📍төлбөрийн нөхцөл: бэлэн.
📍төв зам дагуу, бүх юмтайгаа ойр.
📍4н талруугаа харсан цонхнуудтай тул дулаахан.",47.9229357794646 106.904755282749,https://www.unegui.mn/adv/8871280_tengis-kino-teatryn-khoid-avtobusny-buudlyn-khazhuud-bairlakh-78mkv-offis-khudaldana/?p=18,5/26/2025,10:46
9066868,Сүхбаатар,,Талбай,City tower,1028.5,121,8.5,Ашиглалтад орсон,City tower-т 121мкв оффис,City Tower-т 121мкв оффис худалдана.,47.9188290307491 106.917622814522,https://www.unegui.mn/adv/9066868_city-tower-t-121mkv-offis-khudaldana/?p=18,5/26/2025,10:45
9202830,Хан-Уул,,120 мянгат,,250,87,2.87,Ашиглалтад орсон,Худ Оргилын рашаан сувиллын хойно 3 өрөө 87мкв,"📍ХУД, Оргил рашаан сувиллын хойно, өргөө ресторантай байранд 77,29м2 техникийн давхрын 3өрөө худалдана.
Үнэ: 250,000,000₮
✨11/11давхарт
✨Урагш, баруун харсан цонхнуудтай
✨Засвар хийсэн
✨Бодит хэмжээ 87,89м2
✨Ипотекийн зээлд орох боломжтой болгож гэрчилгээ 80м2 дотор гаргасан байгаа",47.901399 106.910038,https://www.unegui.mn/adv/9202830_orgilyn-rashaan-suvillyn-urd-3oroo/?p=18,5/26/2025,10:35
9212649,Сүхбаатар,9,Дөлгөөн нуур,,430,85,5.06,Ашиглалтад орсон,Монгол 3 сургууль баруун талд оффис,"Монгол 3 сургуулийн баруун талд Гандийн сургуулийн замын эсрэг талд SPS оффисд 85.7 мкв оффис худалдана
7 давхарт оффисын 6 давхарт
Баруун болон зүүн харсан
Мкв үнэ 5.0 сая
430 сая",47.931917 106.912458,https://www.unegui.mn/adv/9212649_mongol-3surguul-baruun-tald-offis-zarna/?p=18,5/26/2025,10:34
8713886,Баянзүрх,26,Цэцэрлэгт хүрээлэн,,5100,750,6.8,Ашиглалтад орсон,Төв зам дагуу оффис,"УБ хотын хүн амын нягтаршил хамгийн ихтэй байршилд бизнесээ өргөжүүлэх боломж байна. Банкны зээл шийдэж өгнө
📍БЗД 26-р хороо, төв зам дагуу 𝐇𝐢𝐦𝐜𝐡𝐚𝐧 𝐂𝐞𝐧𝐭𝐞𝐫-т оффис, үйлчилгээний талбай худалдана.
✅Мкв үнэ: 7,5сая
✅6/9давхарт
𝟔 давхрыг бүтнээр нь болон хэсэглэн хуваалттайгаар худалдана.
Мкв сонголт:
1. 56m2
✅Доороо дулаан зогсоол болон гадна талдаа төлбөртэй зогсоолтой
✅Давуу тал: Цутгамал бетонон краказ, шилэн фасадтай, Эмнэлэг үйлчилгээний зориулалт бүхий өргөн лифттэй, хүн амын төвлөрөл ихтэй /𝟑𝟓,𝟎𝟎𝟎 хэрэглэгч/ өөрийн хэрэгцээнд тохируулан хүссэн хуваалтаа хийлгэх боломжтой.
📍Байршил: Crystal Town, Баян Монгол хотхоны урд талд, автобусны буудлын хажууд, хүн амын нягтрал ихтэй.",47.903294 106.948778,https://www.unegui.mn/adv/8713886_tov-zam-daguu-shine-offis-uilchilgeenii-talbai/?p=18,5/26/2025,10:03
8977988,Баянзүрх,26,Цэцэрлэгт хүрээлэн,,210,28,7.5,Ашиглалтад орсон,"Бзд 26-р хороо, төв зам дагуу 𝐇𝐢𝐦𝐜𝐡𝐚𝐧 𝐂𝐞𝐧𝐭𝐞𝐫-т оффис","📍БЗД 26-р хороо, төв зам дагуу 𝐇𝐢𝐦𝐜𝐡𝐚𝐧 𝐂𝐞𝐧𝐭𝐞𝐫-т оффис, үйлчилгээний талбай худалдана.
-Мкв үнэ: 7,5сая₮
-6 давхарт
-Банкаар авах боломжтой
Мкв сонголт: План зураг орууллаа.
Доороо дулаан зогсоол болон гадна талдаа төлбөртэй зогсоолтой
✅Давуу тал: Цутгамал бетонон краказ, шилэн фасадтай, эмнэлэг, оффис үйлчилгээний зориулалт бүхий өргөн лифттэй, хүн амын төвлөрөл ихтэй /𝟑𝟓,𝟎𝟎𝟎 хэрэглэгч/
📍Байршил: Crystal Town, Баян Монгол хотхоны урд талд, автобусны буудлын хажууд, хүн амын нягтрал ихтэй.",47.903294 106.948778,https://www.unegui.mn/adv/8977988_bzd-26-r-khoroo-tov-zam-daguu-himchan-center-t-offis-khudaldana/?p=18,5/26/2025,9:47
9142844,Чингэлтэй,5,5-р сургууль,Tasgan tower,288,48,6,Ашиглалтад орсон,Tasgan tower business center office 48.41мк talbai,"📍𝐓𝐚𝐬𝐠𝐚𝐧 𝐓𝐨𝐰𝐞𝐫 business center
Оффисын талбай #худалдана
•борлуулалтын албанаас хямд
Байршил: Улаанбаатар, Чингэлтэй дүүрэг, Tasgan Tower
Давхар: 2-р давхарт
Талбай: 48.41 м²
Үнэ: м2 6,000,000 төгрөг
Шинэ оффисын зориулалттай бүрэн цутгамал барилга. Хотын төвд, үйлчилгээ болон оффисын аль алинд тохиромжтой байршилтай.
• Дотроо ариун цэврийн өрөө, гал тогооны хэсэгтэй
• 24/7 харуул хамгаалалт, камерын хяналт
• Дулаан болон гадна зогсоолтой
• Цэвэрхэн орчин, нүүж ороход бэлэн
• Барилгын 2-р давхарт, цонх сайтай",47.92397 106.902687,https://www.unegui.mn/adv/9142844_tasgan-tower-business-center-office-talbai/?p=18,5/25/2025,22:27
9124847,Баянгол,,Баруун 4 зам,Grand office,1040,191,5.45,Ашиглалтад орсон,Бгд гранд плазад оффисын 190.7мкв талбай,"Баруун 4 зам, “GRAND PLAZA” - д 190.7 мкв оффис талбай худалдана.
➡️16/10 давхарт
➡️ Урагшаа болон баруун харсан цонхтой
➡️Гал тогоо, болон, 00-той
💸Үнэ. Мкв 5.5 сая 1.045.000.000 -с үнэ ярилцана
Төлбөрийн уян хатан нөхцөлтэй
Бартер сонсоно
Урьдчилгаа 50% өгөөд хувь лизинг хийх боломжтой.",47.916677 106.897889,https://www.unegui.mn/adv/9124847_grand-plazad-offis-talbai-khudaldana/?p=18,5/25/2025,21:19
9255334,Хан-Уул,,Зайсан,,323.4,42,7.7,Ашиглалтад орсон,Seven star mall 1 давхарт 42 мкв үйлчилгээний талбай,"Seven Star Mall 1 давхарт зогсоолоос орж ирдэг үүдэн дээр байрлах маш ашигтай байрлалын 42мкв үйлчилгээний талбай худалдана.
Шал хийсэн
Гэрэл хийсэн
Одоо Аяга таваг декорны дэлгүүр ажиллаж байгаа
Гэрчилгээ гарахад бэлэн болсон
Үнэ 1мкв 7.7 сая нийт Үнэ 323.4 сая
Ашигтай байрлалтай",47.884314 106.915418,https://www.unegui.mn/adv/9255334_seven-star-mall-1-davkhart-42-mkv-uilchilgeenii-talbai-khudaldana/?p=18,5/25/2025,10:32
9291993,Хан-Уул,,Мишээл,Misheel city ,522,87,6,Ашиглалтад орсон,"Misheel business tower-д оффисын талбай 87,1 мкв","Шинээр ашиглалтанд орсон ""МИШЭЭЛ СИТИ"" төсөл 𝐌𝐈𝐒𝐇𝐄𝐄𝐋 бизнес тауэрт оффисын талбай худалдана.
- үнэ мкв : 6,000,000 ₮
-87,1 мкв
-8 давхарт байрлалтай
-Гэрчилгээ бэлэн
-Бартер сонсоно
- УБ хотыг бүхэлд нь тольдон харах цэлгэр саруул цонх
- 1-р давхартаа ""LITTLE VENICE"" shopping mall
- Барилгыг бүхэлд нь хянах ухаалаг систем
- Хөрөнгийн менежментийн цогц үйлчилгээ
- 13-р давхарт ажилтнуудад зориулсан фитнес, саун
- Нийт 1,600 автомашины зогсоол
- Чөлөөт цагаа өнгөрүүлэх ENTERTAINMENT STREET-н дэргэд
Байрлал: ХУД, 2-р хороо, ""Мишээл Сити"" /хуучнаар Мишээл Экспо төв/",47.891921 106.887409,https://www.unegui.mn/adv/9291993_misheel-business-tower-d-offisyn-talbai-khudaldana/?p=18,5/24/2025,19:45
9151163,Хан-Уул,,Яармаг,Sumber Tower,1476,180,8.2,Ашиглалтад орсон,Худ сүмбэр тауэр оффис,"🏢 ХУД- ийн яг хажууд зам дагуу
19-р хороолол Сүмбэр тауэрт
180мкв оффис худалдана
9давхар Урагшаа хойшоо харсан цонхтой
👍Гэрчилгээ гарч байгаа банкаар болон бэлэн мөнгөнд зарна.
➡️Виртуал: ⬇️энэ рүү ороод виртуал зураг үзээрэй💯 ⬇️",47.872371 106.814446,https://www.unegui.mn/adv/9151163_khud-sumber-tauer/?p=18,5/24/2025,19:04
8918258,Чингэлтэй,6,Тэнгис,,513,90,5.7,Ашиглалтад орсон,Хотын төвд оффис талбай,"📸Хотын төвд ОФФИС ХУДАЛДАНА.
⚜️СУИС баруун талд САН АПАРТМЕНТ-д 90,88мкв оффис, үйлчилгээний талбайг яаралтай ХЯМД худалдана.
▪️5/3 давхарт, зүүн цонхтой,
▪️Дотроо устай,
▪️Дамждаг 2 өрөөтэй,
〽️Мкв 5,7сая₮ (Гэрчилгээ бэлэн)",47.927104 106.908705,https://www.unegui.mn/adv/8918258_khotyn-tovd-offis-talbai-khudaldana/?p=18,5/24/2025,9:57
9190176,Сүхбаатар,8,11-р хороолол,River Castle Business Apartment,522,98,5.33,Ашиглалтад ороогүй,Чингис зочид буудлын баруун талд river castle -д 98.4 мкв оффис талбай,"2025 оны 2 улиралд ашиглалтанд орно
RIVER CASTLE: ХОТЫН А БҮСЭД ТАНЫ БИЗНЕСИЙН ШИНЭ ОРОН ЗАЙ
Эрхэм бизнес эрхлэгч танд оффис болон худалдаа үйлчилгээний зориулалтаар давхрын сонголттой талбайг төлбөрийн уян хатан нөхцлөөр тус тус худалдахаар санал болгож байна
5давхарт байрлах оффис үйлчилгээний зориулалтаар
-98.4мкв
Байрлал: СБД, 8-р хороо Чингис хаан зочид буудлын баруун талд",47.921494 106.92484,https://www.unegui.mn/adv/9190176_chingis-zochid-buudlyn-baruun-tald-river-castle-d-98-4-mkv-offis-talbai/?p=18,5/24/2025,1:59
9016888,Баянзүрх,,Цэцэрлэгт хүрээлэн,,1281.5,233,5.5,Ашиглалтад орсон,Office,"- цоо шинэ
- дулаан гражтай
- оффис , эмнэлэг гоо сайхан
- цонхны харууц гоё
- цэцэрлэгт хүрээлэн хойно
- олонлог сургуулийн хажууд
- 233м2",47.9022915552129 106.939075813941,https://www.unegui.mn/adv/9016888_cool-office-sale/?p=18,5/24/2025,0:26
9313050,Баянзүрх,,Их монгол,,505,67,7.54,Ашиглалтад орсон,True l оффис 67.27мк талбай,"𝐇𝐢𝐦𝐜𝐡𝐚𝐧 𝐂𝐞𝐧𝐭𝐞𝐫-т оффис, үйлчилгээний зориулалттай талбай худалдана.
📍БЗД 26-р хороо, Сүмбэр орд хотхоны замын эсрэг талд.
9/8 давхарт | 67.27 мкв | Оффис, үйлчилгээний талбай
1мкв үнэ: 7.500.000₮
Нийт үнэ: 504.525.000₮
Төлбөрийн нөхцөл:
✔️Бэлэн /Бэлэн төлөлтөнд ярилцана/
✔️Банкны зээлээр авах боломжтой.
Нэмэлт мэдээлэл:
✔️Төв зам дагуу
✔️Гарц, орц сайтай
✔️Цутгамал бетонон караказ, шилэн фасадтай
✔️Том өргөн лифттэй
✔️Хүн амын төвлөрөл ихтэй орчинд, 35.000 хэрэглэгчтэй.
✔️Гэрчилгээ гарахад бэлэн.",47.905117 106.943226,https://www.unegui.mn/adv/9313050_true-l-offis-khudaldana-68m2/?p=18,5/24/2025,0:26
9205888,Чингэлтэй,6,Тэнгис,,533.4,107,4.99,Ашиглалтад орсон,"Оффис, үйлчилгээний зориулалтаар талбай","Хотын төв, Соёл Урлагийн Их Сургуулийн (СУИС) ар талд
Оффис, үйлчилгээний зориулалтаар ашиглах боломжтой үл хөдлөх хөрөнгө худалдана.
- м2 ийн үнэ 5 сая
- Гадна тусдаа хаалгатай /орцноос орох хаалга тусдаа/
- 15 давхар орон сууцны 2-р давхарт
- Гэрчилгээ бэлэн /оффис, үйлчилгээний зориулалттай/
- 106.68 мкв /2 өрөө/
- 2 ариун цэврийн өрөө",47.927104 106.908705,https://www.unegui.mn/adv/9205888_offis-uilchilgeenii-zoriulaltaar-ashiglakh-bolomzhtoi-ul-khodlokh-khorongo-khudaldana/?p=18,5/23/2025,17:12
9189258,Баянгол,,Баруун 4 зам,Grand office,830,130,6.38,Ашиглалтад орсон,Гранд плаза оффис,"БГД Grand plaza 130.99м2 оффис үйлчилгээний талбай худалдана.
гэрчилгээ бэлэн бэлэн
банкны зээлээр худалдах боломжтой
📌Баруун 4 зам
📌Том цэлгэр цонхнуудтай
📌Үнэ цэнэтэй зөв байршилд
📌Үнэ:6.4сая |",47.916677 106.897889,https://www.unegui.mn/adv/9189258_grand-plaza-offis/?p=18,5/23/2025,16:35
9377900,Баянзүрх,,Баянмонгол,Himchan center,559,86,6.5,Ашиглалтад орсон,Баянмонгол урд 86 мкв оффис үйлчилгээний талбай,"✅бзд 26р хороо, төв зам дагуу химчан центрт оффис 86мкв оффис үйлчилгээний талбай худалдана.
Байршил: crystal town,
Баян монгол хотхоны урд талд
Төв зам дагуу, автобусны буудлын хажууд, хүн амын нягтрал ихтэй",47.904759 106.930979,https://www.unegui.mn/adv/9377900_baianmongol-urd-86-mkv-offis-uilchilgeenii-talbai/?p=18,5/23/2025,16:34
9230335,Баянзүрх,,КТМС,,215,67,3.21,Ашиглалтад орсон,Ктмс зүүн талд оффис 67м2 талбай,"#ОФФИС #ҮЙЛЧИЛГЭЭНИЙ #ТАЛБАЙ #ХУДАЛДАНА
БЗД 2- р хороо #КТМС зүүн талд #Зам дагуу гадна авто машины зогсоолтой
🧲5/3 давхар дотроо ариун цэврийн өрөөтэй
🧲2017 онд баригдсан обьектын 3 давхарт
🧲 гэрчилгээ бэлэн 67 м2 #оффис #үйлчилгээний талбай #худалдана
🧲#Худалдах #үнэ 220 сая",47.92747172633 106.942840790448,https://www.unegui.mn/adv/9230335_ktms-zuun-tald-offis/?p=18,5/23/2025,16:34
9377773,Баянзүрх,,Цэцэрлэгт хүрээлэн,Himchan center,1820,243,7.49,Ашиглалтад орсон,Бзд 26 хороонд оффис 243мк талбай,"БЗД 26р хороо, төв зам дагуу Химчан центрт оффис, үйлчилгээний талбай худалдана.
✅4 давхарт мкв нь 7,5сая: 243мкв
✅Дулаан зогсоол: 60сая
Гадна талдаа төлбөртэй зогсоолтой
✅Бэлэн болон банкаар авах боломжтой
✅Давуу тал: Цутгамал бетонон краказ, шилэн фасадтай, Эмнэлэг үйлчилгээний зориулалт бүхий өргөн лифттэй, хүн амын төвлөрөл ихтэй /𝟑𝟓,𝟎𝟎𝟎 хэрэглэгч/
📍Байршил: Crystal Town, Баян Монгол хотхоны урд талд төв зам дагуу, автобусны буудлын хажууд, хүн амын нягтрал ихтэй",47.9022915552129 106.939075813941,https://www.unegui.mn/adv/9377773_bzd-26-khoroond-243-mkv-offis/?p=18,5/23/2025,16:01
9377464,Хан-Уул,,19-р хороолол,Sumber Tower,2216.5,341,6.5,Ашиглалтад орсон,Хотын aa бүсэд оффис талбай,"Хан Уул дүүргийн зүүн талд, зам дагуу байрлах Сүмбэр тауэрт оффист 17 давхрын бүрэн тохижилттой, бизнесийн зориулалттай оффисын талбайг худалдана.
📐 Нийт талбай:
Оффисын талбай – 236 м²
Террасс бүхий нийт хэмжээ – 341 м²
📌 Онцлогууд:
Давхраа бүхэлдээ эзэлсэн, 4.5 метр өндөр таазтай, маш гоё харууцтай
Гал тогоо, саун, душ, угаалгын өрөө, агуулахын өрөөг тусдаа шийдсэн
Бартерийн нөхцөлтэй",47.902555 106.901435,https://www.unegui.mn/adv/9377464_khotyn-aa-bused-offis-talbai-khudaldana/?p=18,5/23/2025,14:25
9261577,Хан-Уул,,Зайсан,,4160,520,8,Ашиглалтад орсон,Hanhills hothond office,Han -Uul duureg Han Hills hothond 520m2 oficce bolon hudaldaa uilchilgee emneleg.surguuli .tsetserleg hool restoran sport yanz bureer ashiglah bolomjtoi 2 davhar 520m2 talbai zarna,47.884314 106.915418,https://www.unegui.mn/adv/9261577_hanhills-hothond-oficce-zarna/?p=18,5/23/2025,10:11
9376151,Баянзүрх,,Жуков,,495,62,7.98,Ашиглалтад орсон,"13-р хороолол hm center-д 62,02м2 оффис талбай","📌13-Р ХОРООЛОЛ HM CENTER-Д ОФФИС ТАЛБАЙ ЗАРНА
✅ 62,02м2 | 8 ДАВХАРТ
урагшаа харсан цонхтой
✅2025 оны 7-р сард ашиглалтанд орно
ҮНЭ💵: 495сая | бартер сонсоно",47.920619 106.945005,https://www.unegui.mn/adv/9376151_13-r-khoroolol-hm-center-d-62-02m2-offis-talbai-zarna/?p=18,5/23/2025,8:17
9376157,Хан-Уул,18,Корпорейт,,630,155,4.06,Ашиглалтад орсон,Зайсан стар хотхоны замын хойно 155м2 оффисын дуплекс талбай,"📍Зайсан Стар хотхоны замын хойно оффисын дуплекс талбай зарна
✅ 155м2 + дулаан зогсоол
✅ 3-4 давхарт
✅ Урагш болон баруун харсан цонхтой
✅ 2 АЦӨ",47.8975463250697 106.922096063062,https://www.unegui.mn/adv/9376157_zaisan-star-khotkhony-zamyn-khoino-155m2-offisyn-dupleks-talbai-zarna/?p=18,5/23/2025,8:17
9375946,Хан-Уул,,Яармаг,Belmonte tower,1441,262,5.5,Ашиглалтад орсон,Belmote tower-т 262 м.кв оффис болон үйлчилгээний талбай,"📍 Яармаг, хүннү молл худалдааны төвийн урд байрлалтай Belmonte tower-т 262м2 оффис, үйлчилгээний талбай худалдана.
💡 Банкны зээлд хамрагдан худалдан авах боломжтой.
- Бартер сонсоно
Бүх төрлийн оффис, үйлчилгээ явуулах боломжтой.",47.872371 106.814446,https://www.unegui.mn/adv/9375946_belmote-tower-t-262-m-kv-offis-bolon-uilchilgeenii-talbai-zarna/?p=18,5/22/2025,22:44
9375128,Хан-Уул,3,Зайсан хойно,Жигүүр гранд оффис,232.5,50,4.65,Ашиглалтад орсон,Хос даль центр оффисын талбай,"🏢Хан-Уул дүүргийн 3-р хороо Алтай хотхоны урд талд Жигүүр гранд групп ХХК бүтээн байгуулсан Хос даль центр-т оффис үйлчилгээний талбай худалдана.
Мкв сонголтууд:
Оффис |3 давхар |50.84м2 |4.65сая|
👍🏻 👍🏻ИЖИЛ ТӨСТЭЙ БАЙРНЫ МЭДЭЭЛЛИЙГ ПЭЙЖ ХУУДСАНД НЭГДЭН ТОГТМОЛ АВААРАЙ.",47.89971 106.874284,https://www.unegui.mn/adv/9375128_khos-dal-tsentr-offis-uilchilgeenii-talbai-khudaldana/?p=18,5/22/2025,18:20
9375145,Баянгол,17,Модны 2,,541.8,126,4.3,Ашиглалтад орсон,Бгд оффис,#NAME?,47.919284 106.892413,https://www.unegui.mn/adv/9375145_offis-khudaldana/?p=18,5/22/2025,17:44
9265809,Сүхбаатар,,Дөлгөөн нуур,Metro business center,335.4,78,4.3,Ашиглалтад орсон,Metro business center-т оффис талбай,"🎈Metro_Business_Center-т оффис талбай худалдана.
🌱 Үнэ: мкв-4,3 сая | 335 сая ₮
▪️ 78мкв | 6 давхар
▪️ 3 хуваалттай
▪ Зүүн болон урагшаа харсан цонхтой",47.9264199716145 106.915377110215,https://www.unegui.mn/adv/9265809_metro-business-center-t-offis-talbai-khudaldana/?p=18,5/22/2025,17:19
8523618,Сүхбаатар,6,МУИС,Gem castle,490,50,9.8,Ашиглалтад ороогүй,Gem castle оффис талбай,"🔑 𝐆𝐄𝐌 𝐂𝐀𝐒𝐓𝐋𝐄-д оффисын талбай худалдана. 2024 оны 4 дүгээр улиралд ашиглалтанд орно.
50 м.кв | 14 давхарт | Урагшаа харууцтай
📍 Байршил: СБД, 6-р хороо, Метромолл их дэлгүүрийн замын урд",47.925535 106.917694,https://www.unegui.mn/adv/8523618_gem-castle-offis-talbai/?p=18,5/22/2025,16:25
9374761,Сүхбаатар,1,Талбай,,1100,231,4.76,Ашиглалтад орсон,Хотын төвд elit tower-т 5 өрөө оффис 231мк талбай,"📌 СБД, 1-р хороо, Elite 231 мкв офисоор ашиглах боломжтой 5 өрөө орон сууц худалдана.
Үнэ: 1 мкв - 4,7сая ₮ / нийт 1,1тэрбум ₮
- Төлбөрийн нөхцөл сонсоно
- 231 мкв 5 өрөө
- 𝟏𝟔 давхарын 13 давхарт",47.912432 106.921754,https://www.unegui.mn/adv/9374761_khotyn-tovd-elit-tower-t-231-mkv-offisoor-ashiglakh-bolomzhtoi-5-oroo-bair/?p=18,5/22/2025,15:56
9240321,Хан-Уул,,19-р хороолол,Life Tower,450,80,5.62,Ашиглалтад орсон,Хан уул life towert 79.07мкв оффисын талбай,"✨️Хан-Уул Соёл Вэллнесс хажууд #LIFE #TOWER т оффисын талбай худалдана.
Мкв үнэ - 5.700.000
Нийт үнэ - 450.699.000
/ 79.07мкв /
✔️ 79.07мкв
✔️ 1-3 давхар үйлчилгээ, 4-7 давхар оффис, 8-с дээш орон сууц
✔️ 15/6 давхарт
✔️ Төрийн үйлчилгээний байгууллагуудтай ойр
✔️ Шинэ барилга
✔️ Метал, шилэн фассадтай
✔️ мкв-ийн сонголттой
✔️ Хойшоо болон зүүн цонхтой",47.902555 106.901435,https://www.unegui.mn/adv/9240321_khan-uul-life-towert-79-07mkv-offisyn-talbai-khudaldana/?p=18,5/22/2025,14:49
9240203,Хан-Уул,,19-р хороолол,Life Tower,644,113,5.7,Ашиглалтад орсон,Хан уул life towert 113.13мкв оффис,"✨️Хан-Уул Соёл Вэллнесс хажууд #LIFE #TOWER т оффисын талбай худалдана.
Мкв үнэ - 5.700.000
Нийт үнэ - 644.841.000
/ 113.13мкв /
✔️ 113.13мкв
✔️ 1-3 давхар үйлчилгээ, 4-7 давхар оффис, 8-с дээш орон сууц
✔️ 15/6 давхарт
✔️ Төрийн үйлчилгээний байгууллагуудтай ойр
✔️ Шинэ барилга
✔️ Метал, шилэн фассадтай
✔️ мкв-ийн сонголттой
✔️ Хойшоо болон зүүн цонхтой",47.902555 106.901435,https://www.unegui.mn/adv/9240203_khan-uul-life-towert-113-13mkv-offis-khudaldana/?p=18,5/22/2025,14:49
